Wavelength,B1Blue,B2Green,B3Red,B4NIR
927,0.00004583,0.00001373,0.00002043,0.00033744
928,0.00004279,0.00001579,0.00001759,0.00031989
929,0.00004263,0.00001521,0.00001473,0.00028719
930,0.00004130,0.00002156,0.00001512,0.00027707
931,0.00004093,0.00001894,0.00001132,0.00025430
932,0.00004059,0.00002375,0.00000862,0.00023132
933,0.00004012,0.00002243,0.00001262,0.00022543
934,0.00004037,0.00002409,0.00000857,0.00019537
935,0.00004396,0.00002019,0.00000918,0.00018380
936,0.00004304,0.00002182,0.00000689,0.00016713
937,0.00004054,0.00001452,0.00000671,0.00014542
938,0.00004200,0.00001755,0.00000434,0.00013876
939,0.00004073,0.00001475,0.00000648,0.00011616
940,0.00004199,0.00000805,0.00000513,0.00011019
941,0.00004077,0.00001071,0.00000748,0.00009086
942,0.00004125,0.00000537,0.00000691,0.00009183
943,0.00003820,0.00000682,0.00000789,0.00006774
944,0.00003723,0.00000663,0.00000754,0.00006181
945,0.00003610,0.00000526,0.00000715,0.00006360
946,0.00003503,0.00000418,0.00000806,0.00004633
947,0.00003232,0.00000477,0.00000701,0.00005224
948,0.00003214,0.00000426,0.00000449,0.00003735
949,0.00003263,0.00000405,0.00000640,0.00003902
950,0.00003065,0.00000367,0.00000595,0.00002393
951,0.00003127,0.00000399,0.00000877,0.00003180
952,0.00002955,0.00000340,0.00000724,0.00001716
953,0.00002956,0.00000339,0.00000837,0.00001762
954,0.00002840,0.00000169,0.00000733,0.00002033
955,0.00002896,0.00000178,0.00000815,0.00001262
956,0.00002780,0.00000242,0.00000621,0.00001259
957,0.00002805,0.00000171,0.00000755,0.00001118
958,0.00002680,0.00000172,0.00000444,0.00001421
959,0.00002585,0.00000233,0.00000580,0.00000830
960,0.00002704,0.00000182,0.00000524,0.00001294
961,0.00002540,0.00000230,0.00000343,0.00000699
962,0.00002576,0.00000204,0.00000356,0.00000782
963,0.00002438,0.00000245,0.00000340,0.00000718
964,0.00002409,0.00000243,0.00000361,0.00000642
965,0.00002110,0.00000136,0.00000245,0.00000548
966,0.00002288,0.00000259,0.00000146,0.00000427
967,0.00001930,0.00000105,0.00000232,0.00000417
968,0.00002147,0.00000239,0.00000165,0.00000440
969,0.00001830,0.00000090,0.00000168,0.00000377
970,0.00001907,0.00000213,0.00000491,0.00000253
971,0.00001917,0.00000104,0.00000168,0.00000456
972,0.00001634,0.00000226,0.00000411,0.00000202
973,0.00001778,0.00000088,0.00000122,0.00000373
974,0.00001705,0.00000229,0.00000367,0.00000325
975,0.00001506,0.00000065,0.00000244,0.00000341
976,0.00001555,0.00000246,0.00000179,0.00000232
977,0.00001544,0.00000063,0.00000395,0.00000301
978,0.00001376,0.00000238,0.00000177,0.00000117
979,0.00001432,0.00000072,0.00000108,0.00000319
980,0.00001256,0.00000210,0.00000330,0.00000169
981,0.00001321,0.00000091,0.00000166,0.00000286
982,0.00001143,0.00000122,0.00000258,0.00000184
983,0.00001207,0.00000184,0.00000204,0.00000260
984,0.00001040,0.00000177,0.00000054,0.00000212
985,0.00001079,0.00000066,0.00000259,0.00000293
986,0.00001077,0.00000153,0.00000133,0.00000175
987,0.00000938,0.00000065,0.00000205,0.00000229
988,0.00000992,0.00000147,0.00000101,0.00000126
989,0.00000926,0.00000054,0.00000210,0.00000232
990,0.00000875,0.00000145,0.00000084,0.00000099
991,0.00000915,0.00000023,0.00000090,0.00000250
992,0.00000791,0.00000134,0.00000176,0.00000135
993,0.00000858,0.00000029,0.00000079,0.00000090
994,0.00000757,0.00000141,0.00000165,0.00000289
995,0.00000885,0.00000045,0.00000071,0.00000070
996,0.00000740,0.00000127,0.00000173,0.00000210
997,0.00000859,0.00000146,0.00000070,0.00000118
998,0.00000871,0.00000040,0.00000043,0.00000072
999,0.00000732,0.00000142,0.00000056,0.00000182
1000,0.00000711,0.00000038,0.00000159,0.00000111
